experiment,dataset,tokenizer,transform,vocab_size,n_bins,seed,accuracy_mean,accuracy_std,accuracy_ci_low,accuracy_ci_high,balanced_accuracy_mean,kappa_mean,timestamp,classifier,n_windows,vocab_type,feature_type,top_k_bigrams,level,vocab_size_l1,vocab_size_l2
S3,bci_iv_2a,,binary,256,64,2024,0.31365740740740744,0.006391991329390775,0.3055555555555556,0.3211805555555556,0.31365740740740744,0.08487654320987655,2026-03-22T03:49:50.698428,Windowed_binary_LogReg,5,,,,,,
S4,sleep_edf,,,256,64,42,0.7854302908901173,0.08830152321292922,0.6631205673758865,0.8684022824536376,0.6538240727748433,0.6188543377165284,2026-03-22T03:55:35.447006,BPE_Hist_Log_LogReg,,native,,,,,
S4,sleep_edf,,,256,64,123,0.7411690034971414,0.12786721328809228,0.5613475177304964,0.8476088508208423,0.6002262089888076,0.5681028001848342,2026-03-22T03:55:35.448005,BPE_Hist_Log_LogReg,,native,,,,,
S4,sleep_edf,,,256,64,456,0.8428946533145711,0.015900748491327926,0.8276595744680851,0.8648359486447932,0.6392400394801386,0.691095945763713,2026-03-22T03:55:35.448505,BPE_Hist_Log_LogReg,,native,,,,,
S4,sleep_edf,,,256,64,789,0.748177522380897,0.1720184054287747,0.5049645390070922,0.8743754461099215,0.6050273591176398,0.5909870102215063,2026-03-22T03:55:35.449505,BPE_Hist_Log_LogReg,,native,,,,,
S4,sleep_edf,,,256,64,2024,0.8474622321673219,0.029731775250353806,0.8060283687943263,0.8743754461099215,0.5915138704117875,0.6932184110025895,2026-03-22T03:55:35.450004,BPE_Hist_Log_LogReg,,native,,,,,
S4,sleep_edf,,,256,64,42,0.8178854981339362,0.06285276097371462,0.7290780141843972,0.865549215406562,0.6216510630463817,0.6568146445702265,2026-03-22T04:01:12.432795,BPE_Hist_Log_LogReg,,universal,,,,,
S4,sleep_edf,,,256,64,123,0.753067888014089,0.1421137574705992,0.5535460992907801,0.8737517831669045,0.6093169490033613,0.586347345762801,2026-03-22T04:01:12.433795,BPE_Hist_Log_LogReg,,universal,,,,,
S4,sleep_edf,,,256,64,456,0.7632790133290808,0.14242440835515885,0.5624113475177305,0.87660485021398,0.60551007254009,0.6046104698717892,2026-03-22T04:01:12.434794,BPE_Hist_Log_LogReg,,universal,,,,,
S4,sleep_edf,,,256,64,789,0.7419311638449226,0.14625648070291183,0.5351063829787234,0.8460496298242237,0.5989520428645266,0.5709678379641092,2026-03-22T04:01:12.435294,BPE_Hist_Log_LogReg,,universal,,,,,
S4,sleep_edf,,,256,64,2024,0.8021299700791271,0.07249503405795579,0.699645390070922,0.8558172733761599,0.6149824001094939,0.6386284899988451,2026-03-22T04:01:12.436294,BPE_Hist_Log_LogReg,,universal,,,,,
S4,mental_arithmetic,,,256,64,42,0.688888888888889,0.13966450099973926,0.5,0.8333333333333334,0.688888888888889,0.37777777777777777,2026-03-22T04:01:17.357148,BPE_Hist_Log_LogReg,,native,,,,,
S4,mental_arithmetic,,,256,64,123,0.688888888888889,0.13966450099973926,0.5,0.8333333333333334,0.688888888888889,0.37777777777777777,2026-03-22T04:01:17.358148,BPE_Hist_Log_LogReg,,native,,,,,
S4,mental_arithmetic,,,256,64,456,0.6888888888888888,0.1396645009997393,0.5,0.8333333333333334,0.688888888888889,0.37777777777777777,2026-03-22T04:01:17.359148,BPE_Hist_Log_LogReg,,native,,,,,
S4,mental_arithmetic,,,256,64,789,0.688888888888889,0.13966450099973926,0.5,0.8333333333333334,0.688888888888889,0.37777777777777777,2026-03-22T04:01:17.359648,BPE_Hist_Log_LogReg,,native,,,,,
S4,mental_arithmetic,,,256,64,2024,0.688888888888889,0.1396645009997393,0.5,0.8333333333333334,0.688888888888889,0.37777777777777777,2026-03-22T04:01:17.360648,BPE_Hist_Log_LogReg,,native,,,,,
S4,mental_arithmetic,,,256,64,42,0.6777777777777777,0.12862041003100252,0.5,0.8000000000000002,0.6777777777777777,0.35555555555555557,2026-03-22T04:01:21.783291,BPE_Hist_Log_LogReg,,universal,,,,,
S4,mental_arithmetic,,,256,64,123,0.688888888888889,0.13425606637327303,0.5,0.8000000000000002,0.6888888888888888,0.37777777777777777,2026-03-22T04:01:21.784293,BPE_Hist_Log_LogReg,,universal,,,,,
S4,mental_arithmetic,,,256,64,456,0.688888888888889,0.13425606637327306,0.5,0.8000000000000002,0.6888888888888888,0.37777777777777777,2026-03-22T04:01:21.784791,BPE_Hist_Log_LogReg,,universal,,,,,
S4,mental_arithmetic,,,256,64,789,0.688888888888889,0.13425606637327303,0.5,0.8000000000000002,0.6888888888888888,0.37777777777777777,2026-03-22T04:01:21.785791,BPE_Hist_Log_LogReg,,universal,,,,,
S4,mental_arithmetic,,,256,64,2024,0.6777777777777777,0.12862041003100252,0.5,0.8000000000000002,0.6777777777777777,0.35555555555555557,2026-03-22T04:01:21.786291,BPE_Hist_Log_LogReg,,universal,,,,,
S5,sleep_edf,,,256,64,42,0.24882675830289183,0.16879958362454364,0.12633832976445397,0.4875178316690442,0.4187099098432528,0.11765184889326508,2026-03-22T04:03:55.504768,Cooccurrence_bigram_only_LogReg,,,bigram_only,500,,,
S5,sleep_edf,,,256,64,123,0.26204951107822166,0.15444323016385986,0.1270521056388294,0.4782453637660485,0.42230087791995335,0.12096414520350966,2026-03-22T04:03:55.505768,Cooccurrence_bigram_only_LogReg,,,bigram_only,500,,,
S5,sleep_edf,,,256,64,456,0.30743242553789424,0.15720649067682888,0.1891506067094932,0.5296005706134094,0.445836691830368,0.15152413987625188,2026-03-22T04:03:55.506267,Cooccurrence_bigram_only_LogReg,,,bigram_only,500,,,
S5,sleep_edf,,,256,64,789,0.31604957091520125,0.13831748045502024,0.1819148936170213,0.5064194008559201,0.4610730975752881,0.15753259577609127,2026-03-22T04:03:55.507268,Cooccurrence_bigram_only_LogReg,,,bigram_only,500,,,
S5,sleep_edf,,,256,64,2024,0.2887489063918192,0.15735038199877857,0.14882226980728053,0.5085592011412268,0.4394050092720277,0.14384319236948784,2026-03-22T04:03:55.507768,Cooccurrence_bigram_only_LogReg,,,bigram_only,500,,,
S5,sleep_edf,,,256,64,42,0.783642638378666,0.12384989280356595,0.6085106382978723,0.87339514978602,0.6083163482064288,0.6276510849564702,2026-03-22T04:14:35.555795,Cooccurrence_hist+bigram_LogReg,,,hist+bigram,500,,,
S5,sleep_edf,,,256,64,123,0.8377783160650641,0.04721650480530542,0.7712765957446809,0.8762482168330955,0.6309478193139648,0.6843266476802484,2026-03-22T04:14:35.556794,Cooccurrence_hist+bigram_LogReg,,,hist+bigram,500,,,
S5,sleep_edf,,,256,64,456,0.8062041989571337,0.08702603292144635,0.6833333333333332,0.8737517831669045,0.6271097044727928,0.6439222720417975,2026-03-22T04:14:35.556794,Cooccurrence_hist+bigram_LogReg,,,hist+bigram,500,,,
S5,sleep_edf,,,256,64,789,0.8097195005459455,0.07285770012020794,0.7081560283687943,0.8755349500713266,0.6386268861691188,0.6464023631164849,2026-03-22T04:14:35.558303,Cooccurrence_hist+bigram_LogReg,,,hist+bigram,500,,,
S5,sleep_edf,,,256,64,2024,0.8278123743263653,0.04911899582368197,0.7592198581560283,0.8716119828815977,0.6283345552649161,0.6657291352624503,2026-03-22T04:14:35.558803,Cooccurrence_hist+bigram_LogReg,,,hist+bigram,500,,,
S5,bci_iv_2a,,,256,64,42,0.27546296296296297,0.012705149537095001,0.265625,0.2934027777777778,0.27546296296296297,0.03395061728395062,2026-03-22T04:15:28.823121,Cooccurrence_bigram_only_LogReg,,,bigram_only,500,,,
S5,bci_iv_2a,,,256,64,123,0.2725694444444445,0.009922701504329995,0.2586805555555556,0.28125,0.2725694444444445,0.030092592592592598,2026-03-22T04:15:28.824621,Cooccurrence_bigram_only_LogReg,,,bigram_only,500,,,
S5,bci_iv_2a,,,256,64,456,0.26967592592592593,0.020262895138902306,0.24826388888888892,0.296875,0.26967592592592593,0.026234567901234535,2026-03-22T04:15:28.825121,Cooccurrence_bigram_only_LogReg,,,bigram_only,500,,,
S5,bci_iv_2a,,,256,64,789,0.27777777777777773,0.020881502954477674,0.25,0.3003472222222222,0.27777777777777773,0.037037037037037056,2026-03-22T04:15:28.826121,Cooccurrence_bigram_only_LogReg,,,bigram_only,500,,,
S5,bci_iv_2a,,,256,64,2024,0.28587962962962965,0.018446038715867166,0.2638888888888889,0.3090277777777778,0.28587962962962965,0.0478395061728395,2026-03-22T04:15:28.826621,Cooccurrence_bigram_only_LogReg,,,bigram_only,500,,,
S5,bci_iv_2a,,,256,64,42,0.2685185185185185,0.009223019357933593,0.2569444444444444,0.2795138888888889,0.2685185185185185,0.024691358024691357,2026-03-22T04:17:16.341597,Cooccurrence_hist+bigram_LogReg,,,hist+bigram,500,,,
S5,bci_iv_2a,,,256,64,123,0.2667824074074074,0.008661243950865618,0.25983796296296297,0.2760416666666667,0.2667824074074074,0.022376543209876514,2026-03-22T04:17:16.342597,Cooccurrence_hist+bigram_LogReg,,,hist+bigram,500,,,
S5,bci_iv_2a,,,256,64,456,0.26909722222222227,0.00789246625982977,0.2586805555555556,0.2777777777777778,0.26909722222222227,0.025462962962962982,2026-03-22T04:17:16.343597,Cooccurrence_hist+bigram_LogReg,,,hist+bigram,500,,,
S5,bci_iv_2a,,,256,64,789,0.26851851851851855,0.007807139793537056,0.2586805555555556,0.2777777777777778,0.26851851851851855,0.024691358024691357,2026-03-22T04:17:16.344097,Cooccurrence_hist+bigram_LogReg,,,hist+bigram,500,,,
S5,bci_iv_2a,,,256,64,2024,0.2679398148148148,0.006698979689114708,0.2586805555555556,0.2743055555555556,0.2679398148148148,0.023919753086419766,2026-03-22T04:17:16.345099,Cooccurrence_hist+bigram_LogReg,,,hist+bigram,500,,,
S6,sleep_edf,,,256,64,42,0.7965904324338209,0.08637859937503155,0.674468085106383,0.8601997146932953,0.603863614068743,0.6333132199649268,2026-03-22T04:23:00.612174,Hierarchical_BPE_LogReg,,,,,hierarchical,256,256
S6,sleep_edf,,,256,64,123,0.8720814941098812,0.006843601727155978,0.8631205673758865,0.8797287651677373,0.6360480291342168,0.7426144125201244,2026-03-22T04:23:00.613174,Hierarchical_BPE_LogReg,,,,,hierarchical,256,256
S6,sleep_edf,,,256,64,456,0.7790058017967141,0.12109941450268358,0.6078014184397164,0.8684022824536376,0.6421073461113399,0.623388471001278,2026-03-22T04:23:00.614175,Hierarchical_BPE_LogReg,,,,,hierarchical,256,256
S6,sleep_edf,,,256,64,789,0.7756798023568533,0.04169198503914652,0.7216312056737588,0.8231098430813124,0.6060344206450593,0.5924759060929821,2026-03-22T04:23:00.614674,Hierarchical_BPE_LogReg,,,,,hierarchical,256,256
S6,sleep_edf,,,256,64,2024,0.8394022841795655,0.03563266182007155,0.7907801418439716,0.8751783166904422,0.638695539478532,0.688029718227023,2026-03-22T04:23:00.615675,Hierarchical_BPE_LogReg,,,,,hierarchical,256,256
S6,bci_iv_2a,,,256,64,42,0.2679398148148148,0.007807139793537075,0.2569444444444444,0.2743055555555556,0.2679398148148148,0.023919753086419766,2026-03-22T04:25:15.090208,Hierarchical_BPE_LogReg,,,,,hierarchical,256,256
S6,bci_iv_2a,,,256,64,123,0.26967592592592593,0.008060409882629689,0.2586805555555556,0.2777777777777778,0.26967592592592593,0.026234567901234573,2026-03-22T04:25:15.091207,Hierarchical_BPE_LogReg,,,,,hierarchical,256,256
S6,bci_iv_2a,,,256,64,456,0.26851851851851855,0.010056798146402073,0.2552083333333333,0.2795138888888889,0.26851851851851855,0.024691358024691357,2026-03-22T04:25:15.092208,Hierarchical_BPE_LogReg,,,,,hierarchical,256,256
S6,bci_iv_2a,,,256,64,789,0.2696759259259259,0.009438371776794045,0.2569444444444444,0.2795138888888889,0.2696759259259259,0.026234567901234573,2026-03-22T04:25:15.093207,Hierarchical_BPE_LogReg,,,,,hierarchical,256,256
S6,bci_iv_2a,,,256,64,2024,0.2679398148148148,0.009113435039365533,0.2552083333333333,0.2760416666666667,0.2679398148148148,0.02391975308641973,2026-03-22T04:25:15.093708,Hierarchical_BPE_LogReg,,,,,hierarchical,256,256
